name,index,value
tT,94,0.7637750492654355
tT,95,0.8902337892178456
tT,96,0.9438082554605991
tT,97,0.9953114272013713
tT,98,1.0447646712221363
tT,99,1.09296062298887
tT,100,1.1435407695102977
tT,101,1.1978804189875805
tT,102,1.2595852191587409
tT,103,1.3230946279723765
tT,104,1.3737877065034827
tT,105,1.4123601101280407
tT,106,1.4426228696417547
tT,107,1.4649454050439816
tT,108,1.4808937034883316
tT,109,1.4899106984944916
tT,110,1.495160632786171
tT,111,1.4954497938616296
tT,112,1.4935841371352558
tT,113,1.4808970063093616
tT,114,1.4667517816725324
tT,115,1.4486677600275906
tT,116,1.4254469426151162
tT,117,1.3984143289395916
tT,118,1.3674556244019196
tT,119,1.3396657002780914
tT,120,1.3126714665298902
tT,121,1.253953632392622
tT,122,1.2176418891377059
tT,123,1.1759254932300727
tT,124,1.1308834284393188
tT,125,1.0858553948470133
tT,126,0.9904954731868464
tT,127,0.9360500445158672
tT,128,0.8788467418348325
tT,129,0.8224178200283543
tT,130,0.7177661267240373
tT,131,0.6741259949134256
tT,132,0.6392180117235688
tT,133,0.6067847007877961
tT,134,0.6019258070269069
tT,135,0.601087547850777
tT,136,0.6072528908702669
tT,137,0.612862949987019
tT,138,0.6225109581937128
tT,139,0.6252541075315947
tT,140,0.6253203611288471
tT,141,0.6220851372816865
tT,142,0.6107892899357811
tT,143,0.5943968254298587
tT,144,0.5733562296391024
tT,145,0.560891393077876
tT,146,0.5321247646151238
tT,147,0.49925662806569016
tT,148,0.4631494180587862
tT,149,0.42678659689907184
tT,150,0.3896131658521231
tT,151,0.3554549469464016
tT,152,0.32629733356647894
tT,153,0.2989386486075823
tT,154,0.27531700976589046
tT,155,0.25368226114464165
tT,156,0.23442562522488913
tT,157,0.22074554055007511
tT,158,0.207808104881824
tT,159,0.1954964673255927
tT,160,0.1809557322467818
tT,161,0.16263452220372349
tT,162,0.14324576415485607
tT,163,0.12328755885556035
tT,164,0.10281853786538708
tT,165,0.0851595674566428
tT,166,0.06848367342397695
tT,167,0.051659530394210604
tT,168,0.03665122366975166
tT,169,0.024645643807092485
tT,170,0.015099256357378762
tT,171,0.009386740319368652
tT,172,0.005270051114489156
tT,173,0.0031556133035918607
tT,174,0.0018886549440380604
tT,175,0.001176339138243914
tT,176,0.0006897020730843808
tT,177,0.00027913902189320987
tT,178,5.163020317835279e-5
tT,179,-2.5520955970287336e-5
tS,1,0.0
tS,2,0.0
tS,3,0.0
tS,4,0.0
tS,5,0.0
tS,6,0.0
tS,7,0.0
tS,8,0.0
tS,9,0.0
tS,10,-0.010193819899664981
tS,11,-0.06629733434655932
tS,12,-0.19243489186159773
tS,13,-0.25906568779145345
tS,14,-0.31525204261113526
tS,15,-0.38141839797213684
tS,16,-0.5072200140920745
tS,17,-0.6429689108332132
tS,18,-0.750934356132057
tS,19,-0.8975041595811842
tS,20,-1.0172865066195858
tS,21,-1.1778574002268976
tS,22,-1.4285786821381778
tS,23,-1.6341621717144912
tS,24,-1.9757556009581423
tS,25,-2.147403592894687
tS,26,-2.259865124083956
tS,27,-2.37641407067781
tS,28,-2.4760653701315456
tS,29,-2.609720920969009
tS,30,-2.7669264346644615
tS,31,-2.8571975350544188
tS,32,-2.854793866202963
tS,33,-2.8337046551864944
tS,34,-2.815305672239727
tS,35,-2.7936054789606732
tS,36,-2.7855230491260428
tS,37,-2.7678358675274315
tS,38,-2.759199683455387
tS,39,-2.714065183095058
tS,40,-2.6872185721266004
tS,41,-2.6926094818714454
tS,42,-2.7369567510711352
tS,43,-2.901918823462235
tS,44,-3.0162885655538765
tS,45,-3.3457972712984088
tS,46,-3.587543373481724
tS,47,-3.8773465869762895
tS,48,-4.49383508868583
tS,49,-4.813276203586367
tS,50,-5.1396354579232
tS,51,-5.689854755668004
tS,52,-5.90108412278154
tS,53,-6.08495127795071
tS,54,-6.26417832623577
tS,55,-6.626762935225063
tS,56,-6.7171359017625365
tS,57,-6.760330494094114
tS,58,-6.764588552892949
tS,59,-6.731622212092718
tS,60,-6.58767853969044
tS,61,-6.4954308277407735
tS,62,-6.400996406260013
tS,63,-6.307476564497628
tS,64,-6.234793477506532
tS,65,-6.190740330248937
tS,66,-6.16442069824473
tS,67,-6.145994056216477
tS,68,-6.083699819298214
tS,69,-5.999171339089659
tS,70,-5.8452276306006645
tS,71,-5.63112970040846
tS,72,-5.396412545799148
tS,73,-5.157522649941074
tS,74,-4.908876012925598
tS,75,-4.63870976959912
tS,76,-4.341874083013429
tS,77,-4.003160321576012
tS,78,-3.634661791581738
tS,79,-3.2682036992945673
tS,80,-2.960092072791841
tS,81,-2.7421267043116884
tS,82,-2.674099964490466
tS,83,-2.6228360053097397
tS,84,-2.5438108648971447
tS,85,-2.417393302943017
tS,86,-2.1608023185100556
tS,87,-2.097864847640251
tS,88,-2.131537542356517
tS,89,-2.317878457030614
tS,90,-2.464003461433423
tS,91,-2.5522651003290835
tS,92,-2.4837351226606645
tS,93,-2.2745512089990516
tS,94,-2.124779308440631
tS,95,-1.8397587469185166
tS,96,-1.7208781309302703
tS,97,-1.5990754542211947
tS,98,-1.4773816293149014
tS,99,-1.361007964675056
tS,100,-1.2333961133928295
tS,101,-1.1327594038847157
tS,102,-1.1182745160311602
tS,103,-1.1183989135573953
tS,104,-1.0912900549356666
tS,105,-1.0345784550333015
tS,106,-0.9683188091373969
tS,107,-0.9318458773971662
tS,108,-0.9461505273023177
tS,109,-0.9575970458513301
tS,110,-0.9697084836521674
tS,111,-0.9825174752779002
tS,112,-1.0217044233872097
tS,113,-1.1557539980484641
tS,114,-1.2269431852917667
tS,115,-1.317717451673189
tS,116,-1.3892721629145939
tS,117,-1.412402860476811
tS,118,-1.3682838845267833
tS,119,-1.2349552799516255
tS,120,-1.0462205380030734
tS,121,-0.5533549335607949
tS,122,-0.28004411871231916
tS,123,-0.017267926357878622
tS,124,0.23365918300331975
tS,125,0.4462364184470575
tS,126,0.7735976605013739
tS,127,0.8976049615831907
tS,128,0.9894105830906494
tS,129,1.0226612006880442
tS,130,1.0150464180200893
tS,131,0.9430143461801213
tS,132,0.8091929025620218
tS,133,0.5692211605155733
tS,134,0.5103299428052374
tS,135,0.4776556860811448
tS,136,0.4529862837073404
tS,137,0.45424431271595406
tS,138,0.4499916370574101
tS,139,0.44648163412247754
tS,140,0.4724588579931787
tS,141,0.4813476429568395
tS,142,0.5100078023379646
tS,143,0.5259093133114179
tS,144,0.5431560360699758
tS,145,0.5587130703973768
tS,146,0.5952645306208928
tS,147,0.6618833498731191
tS,148,0.7215088904461332
tS,149,0.724451857709143
tS,150,0.697343157090081
tS,151,0.676322909625186
tS,152,0.6515000386243398
tS,153,0.5895343206854928
tS,154,0.5880618178769215
tS,155,0.5477481170581713
tS,156,0.5426764610872267
tS,157,0.5187564748643242
tS,158,0.4548407811748716
tS,159,0.42245535030057735
tS,160,0.4080348603842258
tS,161,0.46827163759223606
tS,162,0.4961375571302308
tS,163,0.4601300213865802
tS,164,0.3717736774354841
tS,165,0.2706332471631897
tS,166,0.18176125942118948
tS,167,0.12758944328629337
tS,168,0.09728975699567811
tS,169,0.09269956288984746
tS,170,0.08653685587954513
tS,171,0.07889774465231096
tS,172,0.08345625323369762
tS,173,0.05804006014156341
tS,174,0.001590011904338964
tS,175,-0.016528814441363004
tS,176,-0.02665683659444905
tS,177,-0.025189218161662374
tS,178,-0.014789842163032937
tS,179,-0.004669104529062902
mH,1,0.04325590693344383
mH,2,0.03796447568612753
mH,3,0.03519723884908441
mH,4,0.036831508874578534
mH,5,0.04209899625687282
mH,6,0.04898895183661018
mH,7,0.053360687653991226
mH,8,0.05632354342163808
mH,9,0.05852640584506337
mH,10,0.05965737898511969
mH,11,0.05827281783199811
mH,12,0.05535694849339136
mH,13,0.05098175265236875
mH,14,0.04580099151217005
mH,15,0.04440196378085876
mH,16,0.04674289451608312
mH,17,0.050759334727043796
mH,18,0.05682780525229155
mH,19,0.05893161900551619
mH,20,0.06193819597961126
mH,21,0.06489438986498505
mH,22,0.06637389418832569
mH,23,0.06497793212441244
mH,24,0.0620941702872879
mH,25,0.056450220884909114
mH,26,0.049897639205822124
mH,27,0.04722865349248051
mH,28,0.048516847914592834
mH,29,0.05268109226237846
mH,30,0.056767149484393466
mH,31,0.06036687267828115
mH,32,0.0635862028284501
mH,33,0.06505562587179503
mH,34,0.06508779435758831
mH,35,0.06408335205009907
mH,36,0.06164220271416105
mH,37,0.05621793313932033
mH,38,0.051001409214520316
mH,39,0.04799019899356927
mH,40,0.048366581807786926
mH,41,0.050697657759737336
mH,42,0.055926948686238986
mH,43,0.06013617991836919
mH,44,0.06325097202939363
mH,45,0.06571332766191568
mH,46,0.06602601103691792
mH,47,0.06527105189587183
mH,48,0.06437983237654035
mH,49,0.060276252537393375
mH,50,0.05513123189311809
mH,51,0.05135499692105035
mH,52,0.052121497753483
mH,53,0.055943810541878115
mH,54,0.06144540862467879
mH,55,0.0656466183167875
mH,56,0.06819002262192884
mH,57,0.07088918922448359
mH,58,0.06994148377773089
mH,59,0.06824003525318446
mH,60,0.06613329993242163
mH,61,0.061421035132822356
mH,62,0.05583851491964138
mH,63,0.05539070939410393
mH,64,0.05665279453277223
mH,65,0.05980366858753689
mH,66,0.06566599289726324
mH,67,0.0685127333402434
mH,68,0.07173998017693424
mH,69,0.07596860252899142
mH,70,0.07754144434315872
mH,71,0.07667639229413559
mH,72,0.07500336786752697
mH,73,0.0698777666825326
mH,74,0.06371030153137668
mH,75,0.059170917006000856
mH,76,0.05788051595959673
mH,77,0.06312967513954736
mH,78,0.07081429183403515
mH,79,0.0741526448677737
mH,80,0.07708809562144196
mH,81,0.07750622501444646
mH,82,0.07608512712059305
mH,83,0.07435506601266159
mH,84,0.0720809465947818
mH,85,0.06695515603772763
mH,86,0.061486913223899854
mH,87,0.05970080745804805
mH,88,0.061756836761435396
mH,89,0.06713848984008802
mH,90,0.07286832256033368
mH,91,0.07571075921689277
mH,92,0.07918304087110814
mH,93,0.08117512076816608
mH,94,0.08089103226702529
mH,95,0.07945746949407602
mH,96,0.07583801380617863
mH,97,0.07001110841537872
mH,98,0.0629933864797092
mH,99,0.06041359517644079
mH,100,0.06330170308979202
mH,101,0.07008450330348265
mH,102,0.07546301090472587
mH,103,0.07934528259095763
mH,104,0.0821809606852703
mH,105,0.08328064236697429
mH,106,0.08336032622317732
mH,107,0.08117606915090078
mH,108,0.07810158132842979
mH,109,0.07284850949467502
mH,110,0.06770871958541483
mH,111,0.06492242164779456
mH,112,0.06632134285122392
mH,113,0.07178432083314647
mH,114,0.07675172008812603
mH,115,0.07963216802178344
mH,116,0.08270600557521385
mH,117,0.084722196933363
mH,118,0.08537822449551623
mH,119,0.08346735615286056
mH,120,0.08079777644429365
mH,121,0.0764856903206322
mH,122,0.07195092969767891
mH,123,0.06953680577274413
mH,124,0.07022852524772749
mH,125,0.07478306855237467
mH,126,0.07868756444952896
mH,127,0.08085249182360271
mH,128,0.08423606105996755
mH,129,0.08734389233593105
mH,130,0.09066209042658827
mH,131,0.09126197927960875
mH,132,0.0895875716160008
mH,133,0.08380970639409745
mH,134,0.07698592511771907
mH,135,0.07412969607061208
mH,136,0.07535101510640366
mH,137,0.07996201853711671
mH,138,0.08390824947461142
mH,139,0.08498223453517863
mH,140,0.08665936490937974
mH,141,0.08831378563666312
mH,142,0.09021301794242569
mH,143,0.09090869087449935
mH,144,0.08980344983342471
mH,145,0.08511064395569459
mH,146,0.07894553113853742
mH,147,0.07588174209061381
mH,148,0.07655388978965727
mH,149,0.08002089915852036
mH,150,0.08301651432718431
mH,151,0.08674465776365155
mH,152,0.09025130381335726
mH,153,0.09264000299219005
mH,154,0.09478240660369924
mH,155,0.09451234490948951
mH,156,0.09176439719025538
mH,157,0.08643031066813582
mH,158,0.08200204086962933
mH,159,0.07875748206383773
mH,160,0.07973528582015278
mH,161,0.08478708263197672
mH,162,0.08932244457028506
mH,163,0.09112113434382213
mH,164,0.09361502990103371
mH,165,0.09587767204769163
mH,166,0.09701838761801748
mH,167,0.0970566354902562
mH,168,0.0944447180322232
mH,169,0.08982174711561114
mH,170,0.08351613346340446
mH,171,0.0813999338617574
mH,172,0.08256702758390126
mH,173,0.08695608349500325
mH,174,0.09010389867691276
mH,175,0.09249556509547642
mH,176,0.09476528500480061
mH,177,0.09707990673185188
mH,178,0.0991065991301942
mH,179,0.09831272489787782
mH,180,0.0957333995530637
mH,181,0.08890060592471684
mH,182,0.08364948695201459
mH,183,0.08165133927039153
mH,184,0.08302646343404124
mH,185,0.08773554969013785
mH,186,0.09293534058746096
mH,187,0.0951200745889121
mH,188,0.09594654961811414
mH,189,0.0963366718708005
mH,190,0.09767878838179676
mH,191,0.09847315067303739
mH,192,0.09629042214459463
mH,193,0.09274414046522643
mH,194,0.08711579119563871
mH,195,0.08501525504259685
mH,196,0.08693860096264909
mH,197,0.09267782192989697
mH,198,0.09662457888696846
mH,199,0.09787150615517944
mH,200,0.09857833793633883
mH,201,0.10102838132030902
mH,202,0.10337291546127253
mH,203,0.1028128114851152
mH,204,0.09937289056070832
mH,205,0.09537809020204041
mH,206,0.08949120317501377
mH,207,0.08811886498873675
mH,208,0.08926271850998503
mH,209,0.09431940530017455
mH,210,0.09989559580043313
mH,211,0.10304480769007417
mH,212,0.10557157287982798
mH,213,0.10778952888838643
mH,214,0.10830119957204395
mH,215,0.10624529210813426
mH,216,0.10425282237769153
mH,217,0.1003852085938341
mH,218,0.09699101809271263
mH,219,0.09479279681532232
mH,220,0.0961311428064734
mH,221,0.09926439452789672
mH,222,0.10213019586028443
mH,223,0.10423653178360023
mH,224,0.10613042171782172
mH,225,0.10641808400469929
mH,226,0.10724268741715676
mH,227,0.10610734748654561
mH,228,0.10249330170489676
mH,229,0.09788330840826365
mH,230,0.09312124578124126
mH,231,0.08857407716403044
mH,232,0.08874414050443799
mH,233,0.09261190624941289
mH,234,0.09644320457097208
mH,235,0.09978424016090716
mH,236,0.10494009699842226
mH,237,0.1093809532978178
mH,238,0.11167780796562167
mH,239,0.11268047270044937
mH,240,0.11113209778456183
mT,1,3.590883004251505
mT,2,3.592442276547067
mT,3,3.5932519849096654
mT,4,3.5938139067149235
mT,5,3.592474796049415
mT,6,3.589492250288823
mT,7,3.5858372565942402
mT,8,3.5831807698676834
mT,9,3.5825542072077963
mT,10,3.5833668881169265
mT,11,3.5849014138205018
mT,12,3.586804611409757
mT,13,3.5889062204604074
mT,14,3.5905452649777225
mT,15,3.592011084438601
mT,16,3.592425207645941
mT,17,3.591019136838679
mT,18,3.587938304521826
mT,19,3.584073994132684
mT,20,3.581691037724185
mT,21,3.581829116500105
mT,22,3.5828637637208542
mT,23,3.585007990832102
mT,24,3.5870884647127923
mT,25,3.5892445076313484
mT,26,3.5909268999343236
mT,27,3.5924566495733354
mT,28,3.5930022616288633
mT,29,3.591802490278145
mT,30,3.588682983951919
mT,31,3.585064681592167
mT,32,3.5828559629587198
mT,33,3.5825177589455586
mT,34,3.5840500945953444
mT,35,3.5859133868755664
mT,36,3.587980044088996
mT,37,3.5898975612600776
mT,38,3.591591891181367
mT,39,3.5930959655087813
mT,40,3.5936024633136174
mT,41,3.592323357533506
mT,42,3.5893743879133613
mT,43,3.586241390051564
mT,44,3.583829354874421
mT,45,3.5832983866869386
mT,46,3.584416306428519
mT,47,3.586248673534711
mT,48,3.5885545837020283
mT,49,3.590516931559623
mT,50,3.592234379527328
mT,51,3.5935206559393715
mT,52,3.594252832122028
mT,53,3.5932080155237083
mT,54,3.590234976436062
mT,55,3.586716081393466
mT,56,3.5843257061311795
mT,57,3.5839945196510548
mT,58,3.5849537786405903
mT,59,3.586810643399839
mT,60,3.589074870661344
mT,61,3.5912894650425558
mT,62,3.5929856967759473
mT,63,3.5944885624176988
mT,64,3.5953114210600408
mT,65,3.5941090464347023
mT,66,3.5912985069601886
mT,67,3.587648985334451
mT,68,3.585423071419235
mT,69,3.585423345548195
mT,70,3.5866283021145993
mT,71,3.5886725017750356
mT,72,3.5908630775900967
mT,73,3.5924619607451764
mT,74,3.593587974791546
mT,75,3.5947309691007874
mT,76,3.5945411059296055
mT,77,3.593405947997905
mT,78,3.590715268008952
mT,79,3.5873202401539763
mT,80,3.585157080585768
mT,81,3.584652550830337
mT,82,3.5856035754513376
mT,83,3.5876736555227033
mT,84,3.5894573225120383
mT,85,3.5915157258669375
mT,86,3.593258265790776
mT,87,3.59510770449936
mT,88,3.595758063613382
mT,89,3.5946799032350603
mT,90,3.5918052550853763
mT,91,3.588136904080247
mT,92,3.5856954469854245
mT,93,3.5852125404959336
mT,94,3.5863426472608197
mT,95,3.588413041791631
mT,96,3.5903507230204212
mT,97,3.592568370357053
mT,98,3.5939700489710122
mT,99,3.595413929989218
mT,100,3.5961992931160567
mT,101,3.5952562963924644
mT,102,3.5923309125381326
mT,103,3.5890107143769794
mT,104,3.5869943871037613
mT,105,3.586738789783421
mT,106,3.5879228556314096
mT,107,3.590031279410338
mT,108,3.5920920419690083
mT,109,3.593974860782285
mT,110,3.595489317072438
mT,111,3.59728443019063
mT,112,3.5979183288396284
mT,113,3.5969571281278974
mT,114,3.594409831546436
mT,115,3.590992825396618
mT,116,3.5885491493397774
mT,117,3.5885188479463945
mT,118,3.589665207528495
mT,119,3.5915765080007183
mT,120,3.5936728291938573
mT,121,3.595648466753353
mT,122,3.5970781478590683
mT,123,3.598452856648419
mT,124,3.5987986125221667
mT,125,3.5972935310151763
mT,126,3.593923473654818
mT,127,3.5899611531211604
mT,128,3.587432434347403
mT,129,3.586988696537083
mT,130,3.5887334176806545
mT,131,3.5908373708497017
mT,132,3.5931055679488684
mT,133,3.594905487727849
mT,134,3.596448286785093
mT,135,3.5979830036500458
mT,136,3.598509898409457
mT,137,3.5974112882741465
mT,138,3.594689660755912
mT,139,3.5909741769578223
mT,140,3.5885733812493124
mT,141,3.5881067619766385
mT,142,3.589343279272113
mT,143,3.591508799732114
mT,144,3.59369969071413
mT,145,3.5955496579750617
mT,146,3.5973599848646938
mT,147,3.5986890693991116
mT,148,3.5995191760819636
mT,149,3.598319178768865
mT,150,3.595129769207692
mT,151,3.5917548140885978
mT,152,3.5893983034997525
mT,153,3.5890412385895623
mT,154,3.5903515918484796
mT,155,3.5926815223060466
mT,156,3.595055334819248
mT,157,3.5968595506604193
mT,158,3.598372856640392
mT,159,3.599838599319139
mT,160,3.6001146898050074
mT,161,3.5991065040407215
mT,162,3.596101426932849
mT,163,3.5926201013289574
mT,164,3.5902901383683408
mT,165,3.589503458997971
mT,166,3.5906193055201325
mT,167,3.5925753469765995
mT,168,3.594853460447558
mT,169,3.5969331842056227
mT,170,3.598534771810322
mT,171,3.6003014265676163
mT,172,3.601032847324565
mT,173,3.6001193002010448
mT,174,3.596948560925566
mT,175,3.5931732129889355
mT,176,3.590980941814425
mT,177,3.5905794141211884
mT,178,3.5915575677593905
mT,179,3.5938234367710367
mT,180,3.595978034415489
mT,181,3.5973830832423794
mT,182,3.5991341176392075
mT,183,3.600542237912966
mT,184,3.6011441540526095
mT,185,3.5999841215253476
mT,186,3.5969766479680754
mT,187,3.5933910119496697
mT,188,3.5908043339071622
mT,189,3.5902822369517846
mT,190,3.5912575751080715
mT,191,3.593227256446927
mT,192,3.5949151772505075
mT,193,3.596790085977786
mT,194,3.598630270339249
mT,195,3.6001859922583144
mT,196,3.600871225610323
mT,197,3.599797940162022
mT,198,3.5966578149624513
mT,199,3.5932165518433425
mT,200,3.5910258718328048
mT,201,3.5906445846794397
mT,202,3.5917404453243686
mT,203,3.5935687363388533
mT,204,3.5954763722472474
mT,205,3.597581941661011
mT,206,3.5992723366220587
mT,207,3.6011762992691216
mT,208,3.6019924065902726
mT,209,3.6009818704726673
mT,210,3.598366068373666
mT,211,3.594746246841644
mT,212,3.5923857743383762
